,,,,LAT,LNG
,,,,45.7787739,12.0604744
,,,,45.77895,12.0606032
,,,,45.7787384,12.0606299
,,,,45.7786469,12.0606905
,,,,45.7786469,12.0606905
,,,,45.778652,12.0607
,,,,45.569395,10.2118647
,,,,45.569395,10.2118647
,,,,44.9148933,8.2038798
